firm_name;n_patents;ipc_main_code;ipc_main_desc;ipc_second_code;ipc_second_desc;addr_city_main;addr_dept_main
ADRIAN THOMPSON;1;F03D;Wind motors;;;Le Heron;76
ADRIVER;1;G09F;"Displaying; advertising; signs; labels or name-plates; seals";;;Louveciennes;78
ADS DESIGN;1;B29C;"Shaping or joining of plastics; shaping of substances in a plastic state, in general; after- treatment of the shaped products, e.g. Repairing";;;Pertuis;84
ADSM;1;A61B;"Diagnosis; surgery; identification";;;Wettolsheim;68
ADULIS;1;H01F;"Magnets; inductances; transformers; selection of materials for their magnetic properties";;;Issoudun;36
ADV TECH;3;F03D;Wind motors;;;Merignac;33
ADVANCED ACCELERATOR APPLICATIONS;8;A61K;Preparations for medical, dental, or toilet purposes;;;Saint Genis Pouilly;16
ADVANCED AERODYNAMIC VESSELS;1;B63B;"Ships or other waterborne vessels; equipment for shipping";;;Nantes;44
ADVANCED BIODESIGN;6;A61K;Preparations for medical, dental, or toilet purposes;;;Saint Priest;69
ADVANCED CHITOSAN SOLUTIONS BIOTECH;1;A61L;"Methods or apparatus for sterilising materials or objects in general; disinfection, sterilisation, or deodorisation of air; chemical aspects of bandages, dressings, absorbent pads, or surgical articles; materials for bandages, dressings, absorbent pads, or surgical articles";;;Villeurbanne;69
ADVANCED COMFORT SYSTEMS FRANCE ACS FRANCE;30;B60J;"Windows, windscreens, non-fixed roofs, doors, or similar devices for vehicles; removable external protective coverings specially adapted for vehicles";;;Bressuire;79
ADVANCED ECHO TECHNOLOGY;2;B25J;"Manipulators; chambers provided with manipulation devices";;;Huisseau en Beauce;41
ADVANCED ELECTRICAL TOOLS;2;B23Q;Details, components, or accessories for machine tools, e.g. Arrangements for copying or controlling;;;Seclin;59
ADVANCED NANO INDUSTRY;1;C01B;"Non-metallic elements; compounds thereof";;;Clichy;92
ADVANCED TECHNOLOGIES LABORATORY;1;C12Q;Measuring or testing processes involving enzymes or micro-organisms;;;La Verriere;78
ADVANCED TRACK AND TRACE;3;G06K;"Recognition of data; presentation of data; record carriers; handling record carriers";;;Rueil Malmaison;92
ADVANCED TRACK TRACE;10;G07D;Handling of coins or of paper currency or similar valuable papers, e.g. Testing, sorting by denominations, counting, dispensing, changing or depositing;;;Rueil Malmaison;92
ADVANCED WIRELESS SOLUTIONS AND SERVICES AW2S;1;H03F;Amplifiers;;;Le Bouscat;33
ADVENCIS;1;G01N;Investigating or analysing materials by determining their chemical or physical properties;;;Mutzig;67
ADVENTA;1;F17C;"Vessels for containing or storing compressed, liquefied, or solidified gases; fixed-capacity gas-holders; filling vessels with, or discharging from vessels, compressed, liquefied, or solidified gases";G01M;"Testing static or dynamic balance of machines or structures; testing of structures or apparatus, not otherwise provided for";Chateauneuf sur Isere;26
ADVENTYS;2;H05B;"Electric heating; electric lighting not otherwise provided for";;;Seurre;21
ADVICENNE;3;A61K;Preparations for medical, dental, or toilet purposes;;;Nimes;30
AE STUDIO;1;A47B;"Tables; desks; office furniture; cabinets; drawers; general details of furniture";;;Paris;75
AELIS FARMA;2;A61P;Specific therapeutic activity of chemical compounds or medicinal preparations;;;Bordeaux;33
AEML;4;B01F;Mixing, e.g. Dissolving, emulsifying, dispersing;;;Meung sur Loire;45
AENITIS TECHNOLOGIES;3;A61M;Devices for introducing media into, or onto, the body;B01D;Separation;Mitry Mory;77
AER;4;G01P;"Measuring linear or angular speed, acceleration, deceleration, or shock; indicating presence, absence, or direction, of movement";;;Chevilly Larue;94
AERAZUR;8;F16L;"Pipes; joints or fittings for pipes; supports for pipes, cables or protective tubing; means for thermal insulation in general";;;Caudebec les Elbeuf;76
AERECO;7;F24F;"Air-conditioning; air-humidification; ventilation; use of air currents for screening";;;La Vallee;77
AERIEL;1;H03M;Coding, decoding or code conversion, in general;;;Montelier;26
AERO SOLUTIONS;1;F28F;Details of heat-exchange or heat-transfer apparatus, of general application;;;Saint Dizier;52
AEROGROUPE;1;A63G;"Merry-go-rounds; swings; rocking-horses";;;Paris;75
AEROLIA;1;B23K;"Soldering or unsoldering; welding; cladding or plating by soldering or welding; cutting by applying heat locally, e.g. Flame cutting; working by laser beam";B23P;"Other working of metal; combined operations; universal machine tools";Toulouse;31
AEROPHONOSCOPE;1;A61B;"Diagnosis; surgery; identification";;;Plemet;22
AEROPORTS DE PARIS;1;B65G;"Transport or storage devices, e.g. Conveyers for loading or tipping; shop conveyer systems; pneumatic tube conveyers";;;Paris;75
AEROVIA;4;G01N;Investigating or analysing materials by determining their chemical or physical properties;;;Reims;51
AES CHEMUNEX;3;C12M;Apparatus for enzymology or microbiology;C12Q;Measuring or testing processes involving enzymes or micro-organisms;Combourg;35
AET;2;C07C;Acyclic or carbocyclic compounds;;;Gilette;68
AEVA;1;F02C;"Gas-turbine plants; air intakes for jet-propulsion plants; controlling fuel supply in air-breathing jet-propulsion plants";F02P;"Ignition, other than compression ignition, for internal-combustion engines; testing of ignition timing in compression-ignition engines";Fleac;16
AFFATICATI JEANLUC;1;H04N;Pictorial communication, e.g. Television;;;Divonne les Bains;12
AFFICHEM;8;A61K;Preparations for medical, dental, or toilet purposes;;;Toulouse;31
AFFILIATED COMPUTER SERVICES SOLUTIONS FRANCE;2;E05B;"Locks; accessories therefor; handcuffs";G06F;Electric digital data processing;Guilherand Granges;75
AFFILOGIC;5;A61K;Preparations for medical, dental, or toilet purposes;;;Nantes;44
AFFILY ONE;3;G06Q;"Data processing systems or methods, specially adapted for administrative, commercial, financial, managerial, supervisory or forecasting purposes; systems or methods specially adapted for administrative, commercial, financial, managerial, supervisory or forecasting purposes, not otherwise provided for";;;Montpellier;34
AFFIVAL;2;C21C;Processing of pig-iron, e.g. Refining, manufacture of wrought-iron or steel;;;Solesmes;59
AFFORDANCES;1;G04B;"Mechanically-driven clocks or watches; mechanical parts of clocks or watches in general; time-pieces using the position of the sun, moon, or stars";;;Annecy le Vieux;74
AFI CENTRIFUGE;2;B04B;Centrifuges;;;Chateau Gontier;53
AFIELD SUSTAINABLE INNOVATIONS;1;F24J;Production or use of heat not otherwise provided for;H01L;"Semiconductor devices; electric solid state devices not otherwise provided for";Antony;92
AFITEX INTERNATIONAL;3;C02F;Treatment of water, waste water, sewage, or sludge;;;Chartres;28
AFL FOESSEL;3;E06B;Fixed or movable closures for openings in buildings, vehicles, fences, or like enclosures, in general, e.g. Doors, windows, blinds, gates;;;Amilly;45
AFLHONEYCOMB STRUCTURES;2;C23F;Non-mechanical removal of metallic material from surfaces;;;Amilly;45
AFONE;1;H04M;Telephonic communication;;;Angers;49
AFRAITESEUGNET MEHDI;1;G06Q;"Data processing systems or methods, specially adapted for administrative, commercial, financial, managerial, supervisory or forecasting purposes; systems or methods specially adapted for administrative, commercial, financial, managerial, supervisory or forecasting purposes, not otherwise provided for";G07G;Registering the receipt of cash, valuables, or tokens;Paris;75
AFYREN;7;C12P;Fermentation or enzyme-using processes to synthesise a desired chemical compound or composition or to separate optical isomers from a racemic mixture;;;Saint Beauzire;63
AGACH MICKAEL ANGE;1;A61K;Preparations for medical, dental, or toilet purposes;;;Saint Ouen;93
AGAPEA SOLUTIONS;1;A47J;"Kitchen equipment; coffee mills; spice mills; apparatus for making beverages";;;Gundolsheim;68
AGARD THIERRY;1;B29C;"Shaping or joining of plastics; shaping of substances in a plastic state, in general; after- treatment of the shaped products, e.g. Repairing";B60R;Vehicles, vehicle fittings, or vehicle parts, not otherwise provided for;;62
AGARIK;2;G06F;Electric digital data processing;H04L;Transmission of digital information, e.g. Telegraphic communication;Saint Ouen;93
AGATEC;1;G01C;"Measuring distances, levels or bearings; surveying; navigation; gyroscopic instruments; photogrammetry or videogrammetry";;;Le Mesnil le Roi;78
AGATH;1;G09G;Arrangements or circuits for control of indicating devices using static means to present variable information;H04N;Pictorial communication, e.g. Television;Rillieux la Pape;69
AGC FRANCE;1;E04B;"General building constructions; walls, e.g. Partitions; roofs; floors; ceilings; insulation or other protection of buildings";;;Saint Cloud;92
AGCO;13;A01B;"Soil working in agriculture or forestry; parts, details, or accessories of agricultural machines or implements, in general";;;Beauvais;60
AGEFPI;1;B01D;Separation;;;Saint Martin d Heres;38
AGENCE CONSEIL POUR LA PHYTOTHERAPIE ET LAROMATHERAPIE;2;A01N;Preservation of bodies of humans or animals or plants or parts thereof;A01P;Biocidal, pest repellant, pest attractant or plant growth regulatory activity of chemical compounds or preparations;Cabris;65
AGENCE NATIONALE DE RECHERCHES SUR LE SIDA ET LES HEPATITIS;1;A61P;Specific therapeutic activity of chemical compounds or medicinal preparations;;;Paris;75
AGENCE NATIONALE DE SECURITE SANITAIRE DE LALIMENTATION DE LENVIRONNEMENT ET DU TRAVAIL;3;C07K;Peptides;C12Q;Measuring or testing processes involving enzymes or micro-organisms;Maisons Alfort;94
AGENCE NATIONALE DES TITRES SECURISES;1;G06F;Electric digital data processing;;;Charleville Mezieres;81
AGENCE NATIONALE POUR LA FORMATION PROFESSIONNELLE DES ADULTES AFPA;1;G09B;"Educational or demonstration appliances; appliances for teaching, or communicating with, the blind, deaf or mute; models; planetaria; globes; maps; diagrams";;;Montreuil;93
AGENCE NATIONALE POUR LA GESTION DES DECHETS RADIOACTIFS;10;G21F;"Protection against x-radiation, gamma radiation, corpuscular radiation or particle bombardment; treating radioactively contaminated material; decontamination arrangements therefor";;;Chatenay Malabry;92
AGENCE SPATIALE EUROPEENNE;18;H01Q;Aerials;;;Paris;75
AGENEAU JEANLUC;1;A47B;"Tables; desks; office furniture; cabinets; drawers; general details of furniture";A47C;Chairs;Le Boupere;85
AGHILONE MARCELLO;2;F04B;"Positive-displacement machines for liquids; pumps";;;Pezenas;34
AGILE POWER SWITCH 3D INTEGRATION APSI3D;4;H01L;"Semiconductor devices; electric solid state devices not otherwise provided for";;;Tarbes;65
AGILIS;2;E02B;Hydraulic engineering;;;Le Thor;84
AGILIT;1;B26B;Hand-held cutting tools not otherwise provided for;;;Rennes;35
AGORESPACE;1;E04H;"Buildings or like structures for particular purposes; swimming or splash baths or pools; masts; fencing; tents or canopies, in general";;;Compiegne;60
AGRAUXINE;1;A01G;"Horticulture; cultivation of vegetables, flowers, rice, fruit, vines, hops, or seaweed; forestry; watering";;;Beaucouze;49
AGREENCULTURE;1;G01C;"Measuring distances, levels or bearings; surveying; navigation; gyroscopic instruments; photogrammetry or videogrammetry";;;Ramonville Saint Agne;31
AGRIAL;1;G01N;Investigating or analysing materials by determining their chemical or physical properties;;;Caen;14
AGRICONNECT;2;G06T;Image data processing or generation, in general;;;Manosque;41
AGRICOOL;2;A01G;"Horticulture; cultivation of vegetables, flowers, rice, fruit, vines, hops, or seaweed; forestry; watering";;;Rouen;76
AGRIESPRIT;2;A01B;"Soil working in agriculture or forestry; parts, details, or accessories of agricultural machines or implements, in general";A01D;"Harvesting; mowing";Strasbourg;67
AGRILOGIC SYSTEMES;1;A01G;"Horticulture; cultivation of vegetables, flowers, rice, fruit, vines, hops, or seaweed; forestry; watering";;;Noumea;98
AGRITHERMIC;1;A01G;"Horticulture; cultivation of vegetables, flowers, rice, fruit, vines, hops, or seaweed; forestry; watering";;;Le Bourget du Lac;73
AGRO INDUSTRIE RECHERCHES ET DEVELOPPEMENT ARD ANONYME;1;C12N;"Micro-organisms or enzymes; compositions thereof";;;Pomacle;51
AGRO INDUSTRIE RECHERCHES ET DEVELOPPEMENTS;4;C12P;Fermentation or enzyme-using processes to synthesise a desired chemical compound or composition or to separate optical isomers from a racemic mixture;;;Pomacle;51
AGRO INDUSTRIE RECHERCHES ET DEVELOPPEMENTS ARD;3;A01N;Preservation of bodies of humans or animals or plants or parts thereof;;;Pomacle;51
AGRO INDUSTRIES RECHERCHE ET DEVELOPPEMENT;6;C08H;Derivatives of natural macromolecular compounds;C12P;Fermentation or enzyme-using processes to synthesise a desired chemical compound or composition or to separate optical isomers from a racemic mixture;Pomacle;51
AGRO INNOVATION INTERNATIONAL;15;A01N;Preservation of bodies of humans or animals or plants or parts thereof;;;Saint Malo;35
AGRONUTRITION;7;A01N;Preservation of bodies of humans or animals or plants or parts thereof;;;Carbonne;31
AGROPARISTECH;2;A61K;Preparations for medical, dental, or toilet purposes;;;Paris;75
AGROSOLUTIONS;1;A01N;Preservation of bodies of humans or animals or plants or parts thereof;;;Paris;75
AGROTECSOL;1;G01N;Investigating or analysing materials by determining their chemical or physical properties;;;Amiens;80
AGROTRONIX;1;A01B;"Soil working in agriculture or forestry; parts, details, or accessories of agricultural machines or implements, in general";;;Douvrin;62
AGUILA TECHNOLOGIE;2;A62B;Devices, apparatus or methods for life-saving;B60R;Vehicles, vehicle fittings, or vehicle parts, not otherwise provided for;Bidart;64
AGUILAR MICHEL;1;F02C;"Gas-turbine plants; air intakes for jet-propulsion plants; controlling fuel supply in air-breathing jet-propulsion plants";F02K;Jet-propulsion plants;Castanet Tolosan;31
AGV DISCOVERY;2;A61K;Preparations for medical, dental, or toilet purposes;A61P;Specific therapeutic activity of chemical compounds or medicinal preparations;Clapiers;34
AHAROUNI CHARLES;1;A42B;"Hats; head coverings";;;Puteaux;92
AI4R;1;G01T;Measurement of nuclear or x-radiation;;;Nantes;44
